_id,date,gender,race,agebook,agecurr
62302,2018-01-27,F,W,48,48
62303,2018-01-27,F,W,43,43
62304,2018-01-27,F,W,35,35
62305,2018-01-27,F,B,23,23
62306,2018-01-27,F,W,37,37
62307,2018-01-27,F,W,39,39
62308,2018-01-27,F,W,25,25
62309,2018-01-27,F,W,26,26
62310,2018-01-27,F,W,52,52
62311,2018-01-27,F,W,26,26
62312,2018-01-27,F,B,25,25
62313,2018-01-27,F,W,23,23
62314,2018-01-27,F,B,37,37
62315,2018-01-27,F,B,33,33
62316,2018-01-27,F,W,42,42
62317,2018-01-27,F,W,28,28
62318,2018-01-27,F,W,32,32
62319,2018-01-27,F,W,21,21
62320,2018-01-27,M,B,28,30
62321,2018-01-27,M,W,64,66
62322,2018-01-27,F,W,70,71
62323,2018-01-27,M,B,62,62
62324,2018-01-27,M,B,67,68
62325,2018-01-27,M,B,41,42
62326,2018-01-27,M,B,57,57
62327,2018-01-27,M,W,63,64
62328,2018-01-27,F,W,56,56
62329,2018-01-27,F,W,57,57
62330,2018-01-27,M,B,72,73
62331,2018-01-27,M,B,31,32
62332,2018-01-27,M,W,57,57
62333,2018-01-27,F,W,52,52
62334,2018-01-27,M,B,26,26
62335,2018-01-27,M,B,29,29
62336,2018-01-27,M,B,76,76
62337,2018-01-27,M,B,40,41
62338,2018-01-27,F,B,49,50
62339,2018-01-27,M,B,27,27
62340,2018-01-27,M,B,30,30
62341,2018-01-27,M,B,32,32
62342,2018-01-27,M,B,35,35
62343,2018-01-27,F,W,31,31
62344,2018-01-27,M,B,26,26
62345,2018-01-27,F,W,29,29
62346,2018-01-27,F,W,22,22
62347,2018-01-27,M,W,29,29
62348,2018-01-27,M,W,38,38
62349,2018-01-27,M,W,71,71
62350,2018-01-27,M,W,51,51
62351,2018-01-27,M,W,24,24
62352,2018-01-27,M,W,30,30
62353,2018-01-27,M,W,25,26
62354,2018-01-27,M,W,26,26
62355,2018-01-27,M,B,55,55
62356,2018-01-27,M,W,45,45
62357,2018-01-27,M,W,73,73
62358,2018-01-27,M,B,33,33
62359,2018-01-27,M,W,29,29
62360,2018-01-27,M,B,20,20
62361,2018-01-27,M,B,39,39
62362,2018-01-27,M,B,22,22
62363,2018-01-27,M,B,23,23
62364,2018-01-27,M,W,32,32
62365,2018-01-27,M,B,32,35
62366,2018-01-27,M,B,34,36
62367,2018-01-27,M,B,33,35
62368,2018-01-27,M,B,26,28
62369,2018-01-27,M,B,35,36
62370,2018-01-27,M,B,27,28
62371,2018-01-27,M,B,30,31
62372,2018-01-27,M,B,39,40
62373,2018-01-27,M,W,28,29
62374,2018-01-27,M,B,23,23
62375,2018-01-27,M,B,58,58
62376,2018-01-27,M,W,56,57
62377,2018-01-27,M,B,29,29
62378,2018-01-27,M,W,42,42
62379,2018-01-27,M,B,59,60
62380,2018-01-27,M,W,32,32
62381,2018-01-27,M,W,30,30
62382,2018-01-27,M,B,23,23
62383,2018-01-27,M,W,24,24
62384,2018-01-27,M,W,48,48
62385,2018-01-27,M,B,53,53
62386,2018-01-27,M,B,24,24
62387,2018-01-27,M,B,30,30
62388,2018-01-27,M,W,45,48
62389,2018-01-27,M,B,31,33
62390,2018-01-27,M,B,25,27
62391,2018-01-27,M,W,60,61
62392,2018-01-27,M,B,28,29
62393,2018-01-27,M,B,74,75
62394,2018-01-27,M,B,32,33
62395,2018-01-27,M,B,47,48
62396,2018-01-27,M,W,23,24
62397,2018-01-27,M,B,53,54
62398,2018-01-27,M,W,51,52
62399,2018-01-27,M,B,30,31
62400,2018-01-27,M,B,29,29
62401,2018-01-27,M,W,55,56
62402,2018-01-27,M,B,25,26
62403,2018-01-27,M,W,52,53
62404,2018-01-27,M,W,35,35
62405,2018-01-27,M,W,26,27
62406,2018-01-27,M,W,31,32
62407,2018-01-27,M,W,46,47
62408,2018-01-27,M,W,34,35
62409,2018-01-27,M,W,42,43
62410,2018-01-27,M,B,28,29
62411,2018-01-27,M,B,25,26
62412,2018-01-27,M,W,56,56
62413,2018-01-27,M,B,26,27
62414,2018-01-27,M,B,54,55
62415,2018-01-27,M,W,52,52
62416,2018-01-27,M,W,25,25
62417,2018-01-27,M,B,66,67
62418,2018-01-27,M,B,44,45
62419,2018-01-27,M,W,44,44
62420,2018-01-27,M,B,59,59
62421,2018-01-27,M,W,25,26
62422,2018-01-27,M,W,32,33
62423,2018-01-27,M,B,19,20
62424,2018-01-27,M,W,26,26
62425,2018-01-27,M,W,28,28
62426,2018-01-27,M,W,37,37
62427,2018-01-27,M,W,55,55
62428,2018-01-27,M,B,47,47
62429,2018-01-27,M,W,44,44
62430,2018-01-27,M,W,34,34
62431,2018-01-27,M,W,39,40
62432,2018-01-27,M,B,45,45
62433,2018-01-27,M,B,32,33
62434,2018-01-27,M,B,40,41
62435,2018-01-27,M,B,27,27
62436,2018-01-27,M,W,46,50
62437,2018-01-27,M,W,63,65
62438,2018-01-27,M,W,60,62
62439,2018-01-27,M,W,33,35
62440,2018-01-27,M,B,23,25
62441,2018-01-27,M,B,33,34
62442,2018-01-27,M,W,40,41
62443,2018-01-27,M,W,45,47
62444,2018-01-27,M,W,29,30
62445,2018-01-27,M,W,27,28
62446,2018-01-27,M,W,33,34
62447,2018-01-27,M,W,26,27
62448,2018-01-27,M,B,33,34
62449,2018-01-27,M,W,48,49
62450,2018-01-27,M,W,43,44
62451,2018-01-27,M,W,65,66
62452,2018-01-27,M,W,36,37
62453,2018-01-27,M,W,55,56
62454,2018-01-27,M,W,55,56
62455,2018-01-27,M,B,47,48
62456,2018-01-27,M,W,36,37
62457,2018-01-27,M,B,30,31
62458,2018-01-27,M,W,37,38
62459,2018-01-27,M,B,41,42
62460,2018-01-27,M,B,49,49
62461,2018-01-27,M,B,31,32
62462,2018-01-27,M,W,21,22
62463,2018-01-27,M,B,36,36
62464,2018-01-27,M,B,43,43
62465,2018-01-27,M,W,61,61
62466,2018-01-27,M,W,55,55
62467,2018-01-27,M,B,30,31
62468,2018-01-27,M,W,30,30
62469,2018-01-27,M,B,39,39
62470,2018-01-27,M,B,49,50
62471,2018-01-27,M,B,26,26
62472,2018-01-27,M,B,33,33
62473,2018-01-27,M,W,52,52
62474,2018-01-27,M,B,49,50
62475,2018-01-27,M,B,61,61
62476,2018-01-27,M,B,26,26
62477,2018-01-27,M,W,34,34
62478,2018-01-27,M,W,24,24
62479,2018-01-27,M,W,54,54
62480,2018-01-27,M,B,55,55
62481,2018-01-27,M,B,38,38
62482,2018-01-27,M,W,24,24
62483,2018-01-27,M,B,29,29
62484,2018-01-27,M,W,51,51
62485,2018-01-27,M,B,37,37
62486,2018-01-27,F,W,38,39
62487,2018-01-27,F,W,27,28
62488,2018-01-27,F,W,35,36
62489,2018-01-27,F,W,29,30
62490,2018-01-27,F,W,35,36
62491,2018-01-27,F,W,26,27
62492,2018-01-27,F,B,27,28
62493,2018-01-27,F,B,48,49
62494,2018-01-27,F,W,24,24
62495,2018-01-27,F,W,34,34
62496,2018-01-27,F,W,32,33
62497,2018-01-27,F,B,31,31
62498,2018-01-27,F,B,25,25
62499,2018-01-27,F,W,48,48
62500,2018-01-27,F,W,40,40
62501,2018-01-27,F,W,35,36
62502,2018-01-27,F,W,37,37
62503,2018-01-27,F,B,38,38
62504,2018-01-27,F,W,57,58
62505,2018-01-27,F,B,57,58
62506,2018-01-27,F,B,28,28
62507,2018-01-27,F,W,26,26
62508,2018-01-27,F,B,48,48
62509,2018-01-27,F,W,33,33
62510,2018-01-27,F,W,22,22
62511,2018-01-27,F,W,47,47
62512,2018-01-27,F,W,55,56
62513,2018-01-27,F,W,25,25
62514,2018-01-27,F,B,35,35
62515,2018-01-27,F,W,21,21
62516,2018-01-27,F,B,47,47
62517,2018-01-27,F,W,31,31
62518,2018-01-27,F,W,56,56
62519,2018-01-27,F,B,36,36
62520,2018-01-27,M,B,30,33
62521,2018-01-27,M,B,36,39
62522,2018-01-27,M,B,29,32
62523,2018-01-27,M,B,32,35
62524,2018-01-27,M,W,35,37
62525,2018-01-27,M,B,24,26
62526,2018-01-27,M,B,29,31
62527,2018-01-27,M,B,22,24
62528,2018-01-27,M,B,29,30
62529,2018-01-27,M,B,23,24
62530,2018-01-27,M,B,26,28
62531,2018-01-27,M,B,22,23
62532,2018-01-27,M,W,23,24
62533,2018-01-27,M,B,21,23
62534,2018-01-27,M,B,22,23
62535,2018-01-27,M,B,24,25
62536,2018-01-27,M,B,18,19
62537,2018-01-27,M,B,18,19
62538,2018-01-27,M,B,20,21
62539,2018-01-27,M,W,60,61
62540,2018-01-27,M,B,19,20
62541,2018-01-27,M,B,21,22
62542,2018-01-27,M,B,21,21
62543,2018-01-27,M,B,20,21
62544,2018-01-27,M,B,19,20
62545,2018-01-27,M,B,26,27
62546,2018-01-27,M,B,40,41
62547,2018-01-27,M,W,32,32
62548,2018-01-27,M,B,24,25
62549,2018-01-27,M,B,25,25
62550,2018-01-27,M,B,18,19
62551,2018-01-27,M,B,17,18
62552,2018-01-27,M,W,47,47
62553,2018-01-27,M,B,53,54
62554,2018-01-27,M,B,21,21
62555,2018-01-27,M,B,24,24
62556,2018-01-27,M,W,24,25
62557,2018-01-27,M,x,19,20
62558,2018-01-27,M,B,18,19
62559,2018-01-27,M,B,37,37
62560,2018-01-27,M,W,24,25
62561,2018-01-27,M,B,35,36
62562,2018-01-27,M,B,47,48
62563,2018-01-27,M,B,29,30
62564,2018-01-27,M,B,21,22
62565,2018-01-27,M,B,23,24
62566,2018-01-27,M,B,22,23
62567,2018-01-27,M,B,23,23
62568,2018-01-27,M,B,33,33
62569,2018-01-27,M,W,28,29
62570,2018-01-27,M,B,18,19
62571,2018-01-27,M,W,27,28
62572,2018-01-27,M,B,28,29
62573,2018-01-27,M,B,25,26
62574,2018-01-27,M,B,34,34
62575,2018-01-27,M,B,19,20
62576,2018-01-27,M,W,33,34
62577,2018-01-27,M,B,21,21
62578,2018-01-27,M,B,24,24
62579,2018-01-27,M,B,31,31
62580,2018-01-27,M,B,39,39
62581,2018-01-27,M,B,36,37
62582,2018-01-27,M,B,27,28
62583,2018-01-27,M,B,24,24
62584,2018-01-27,M,B,66,66
62585,2018-01-27,M,B,28,28
62586,2018-01-27,M,B,21,21
62587,2018-01-27,M,B,24,24
62588,2018-01-27,M,B,26,26
62589,2018-01-27,M,B,24,24
62590,2018-01-27,M,B,26,26
62591,2018-01-27,M,B,23,23
62592,2018-01-27,M,B,27,27
62593,2018-01-27,M,B,30,30
62594,2018-01-27,M,B,25,26
62595,2018-01-27,M,B,19,19
62596,2018-01-27,M,B,25,25
62597,2018-01-27,M,B,30,30
62598,2018-01-27,M,B,34,34
62599,2018-01-27,M,H,40,40
62600,2018-01-27,M,B,24,24
62601,2018-01-27,M,B,24,24
62602,2018-01-27,M,B,23,23
62603,2018-01-27,M,W,28,28
62604,2018-01-27,M,B,29,29
62605,2018-01-27,M,B,22,25
62606,2018-01-27,M,B,29,31
62607,2018-01-27,M,B,24,25
62608,2018-01-27,M,H,35,36
62609,2018-01-27,M,B,21,22
62610,2018-01-27,M,B,23,25
62611,2018-01-27,M,B,28,29
62612,2018-01-27,M,W,29,30
62613,2018-01-27,M,B,23,24
62614,2018-01-27,M,W,37,38
62615,2018-01-27,M,B,26,27
62616,2018-01-27,M,B,33,33
62617,2018-01-27,M,B,25,25
62618,2018-01-27,M,B,28,29
62619,2018-01-27,M,B,26,27
62620,2018-01-27,M,B,33,34
62621,2018-01-27,M,B,54,54
62622,2018-01-27,M,B,25,26
62623,2018-01-27,M,B,39,40
62624,2018-01-27,M,B,25,25
62625,2018-01-27,M,B,37,37
62626,2018-01-27,M,B,23,23
62627,2018-01-27,M,B,24,25
62628,2018-01-27,M,B,20,20
62629,2018-01-27,M,B,27,27
62630,2018-01-27,M,B,29,29
62631,2018-01-27,M,B,20,21
62632,2018-01-27,M,U,67,67
62633,2018-01-27,M,B,18,19
62634,2018-01-27,M,W,49,50
62635,2018-01-27,M,B,19,20
62636,2018-01-27,M,B,24,24
62637,2018-01-27,M,B,23,23
62638,2018-01-27,M,B,36,37
62639,2018-01-27,M,B,25,26
62640,2018-01-27,M,B,33,34
62641,2018-01-27,M,B,40,40
62642,2018-01-27,M,B,22,23
62643,2018-01-27,M,B,25,25
62644,2018-01-27,M,B,28,28
62645,2018-01-27,M,B,26,27
62646,2018-01-27,M,B,24,24
62647,2018-01-27,M,B,23,23
62648,2018-01-27,M,B,26,27
62649,2018-01-27,M,B,25,25
62650,2018-01-27,M,B,25,25
62651,2018-01-27,M,W,28,29
62652,2018-01-27,M,B,21,21
62653,2018-01-27,M,B,34,34
62654,2018-01-27,M,B,21,21
62655,2018-01-27,M,B,33,33
62656,2018-01-27,M,B,26,27
62657,2018-01-27,M,B,21,21
62658,2018-01-27,M,B,32,32
62659,2018-01-27,M,W,23,23
62660,2018-01-27,M,B,61,61
62661,2018-01-27,M,B,21,21
62662,2018-01-27,M,B,25,25
62663,2018-01-27,M,B,21,21
62664,2018-01-27,M,B,29,29
62665,2018-01-27,M,B,21,21
62666,2018-01-27,M,B,21,21
62667,2018-01-27,M,B,29,29
62668,2018-01-27,M,B,35,35
62669,2018-01-27,M,B,29,29
62670,2018-01-27,M,B,28,28
62671,2018-01-27,M,B,20,23
62672,2018-01-27,M,W,37,39
62673,2018-01-27,M,B,17,19
62674,2018-01-27,M,B,61,63
62675,2018-01-27,M,B,20,22
62676,2018-01-27,M,B,19,21
62677,2018-01-27,M,B,18,19
62678,2018-01-27,M,B,37,39
62679,2018-01-27,M,B,45,47
62680,2018-01-27,M,B,23,24
62681,2018-01-27,M,B,29,31
62682,2018-01-27,M,W,65,67
62683,2018-01-27,M,W,44,45
62684,2018-01-27,M,W,21,22
62685,2018-01-27,M,B,48,49
62686,2018-01-27,M,W,50,51
62687,2018-01-27,M,B,48,49
62688,2018-01-27,M,W,19,20
62689,2018-01-27,M,W,25,26
62690,2018-01-27,M,B,35,36
62691,2018-01-27,M,B,27,28
62692,2018-01-27,M,W,35,36
62693,2018-01-27,M,W,48,49
62694,2018-01-27,M,B,25,25
62695,2018-01-27,M,W,34,34
62696,2018-01-27,M,B,19,20
62697,2018-01-27,M,B,31,32
62698,2018-01-27,M,B,34,35
62699,2018-01-27,M,B,19,20
62700,2018-01-27,M,W,60,61
62701,2018-01-27,M,B,25,25
62702,2018-01-27,M,B,62,62
62703,2018-01-27,M,W,44,45
62704,2018-01-27,M,B,59,60
62705,2018-01-27,M,W,29,29
62706,2018-01-27,M,W,35,36
62707,2018-01-27,M,B,24,24
62708,2018-01-27,M,W,61,61
62709,2018-01-27,M,B,57,58
62710,2018-01-27,M,B,27,27
62711,2018-01-27,M,B,26,27
62712,2018-01-27,M,B,22,22
62713,2018-01-27,M,W,59,60
62714,2018-01-27,M,B,20,20
62715,2018-01-27,M,W,31,32
62716,2018-01-27,M,W,53,53
62717,2018-01-27,M,B,28,28
62718,2018-01-27,M,B,31,32
62719,2018-01-27,M,W,59,60
62720,2018-01-27,M,W,37,37
62721,2018-01-27,M,W,27,28
62722,2018-01-27,M,B,22,23
62723,2018-01-27,M,B,21,22
62724,2018-01-27,M,W,20,21
62725,2018-01-27,M,B,33,33
62726,2018-01-27,M,W,36,36
62727,2018-01-27,M,B,33,33
62728,2018-01-27,M,W,60,61
62729,2018-01-27,M,B,53,53
62730,2018-01-27,M,B,31,31
62731,2018-01-27,M,W,35,36
62732,2018-01-27,M,W,48,48
62733,2018-01-27,M,W,30,30
62734,2018-01-27,M,B,53,53
62735,2018-01-27,M,W,28,28
62736,2018-01-27,M,B,40,40
62737,2018-01-27,M,W,28,29
62738,2018-01-27,M,B,35,35
62739,2018-01-27,M,B,23,23
62740,2018-01-27,M,W,43,43
62741,2018-01-27,M,B,22,22
62742,2018-01-27,M,B,21,21
62743,2018-01-27,M,B,23,23
62744,2018-01-27,M,B,23,23
62745,2018-01-27,M,W,48,48
62746,2018-01-27,M,B,50,51
62747,2018-01-27,M,B,24,24
62748,2018-01-27,M,W,47,47
62749,2018-01-27,M,W,45,45
62750,2018-01-27,M,B,26,26
62751,2018-01-27,M,B,26,26
62752,2018-01-27,M,B,24,24
62753,2018-01-27,M,B,18,23
62754,2018-01-27,M,B,56,61
62755,2018-01-27,M,B,22,26
62756,2018-01-27,M,W,30,32
62757,2018-01-27,M,B,17,20
62758,2018-01-27,M,B,17,19
62759,2018-01-27,M,B,60,62
62760,2018-01-27,M,W,48,50
62761,2018-01-27,M,B,21,23
62762,2018-01-27,M,W,22,23
62763,2018-01-27,M,B,26,27
62764,2018-01-27,M,W,22,23
62765,2018-01-27,M,W,35,37
62766,2018-01-27,M,B,53,55
62767,2018-01-27,M,B,20,22
62768,2018-01-27,M,B,23,24
62769,2018-01-27,M,B,24,25
62770,2018-01-27,M,B,29,30
62771,2018-01-27,M,W,25,26
62772,2018-01-27,M,B,31,32
62773,2018-01-27,M,B,19,20
62774,2018-01-27,M,W,25,26
62775,2018-01-27,M,W,47,48
62776,2018-01-27,M,W,38,39
62777,2018-01-27,M,W,42,43
62778,2018-01-27,M,B,33,33
62779,2018-01-27,M,W,51,52
62780,2018-01-27,M,W,31,32
62781,2018-01-27,M,W,35,35
62782,2018-01-27,M,B,31,32
62783,2018-01-27,M,B,38,38
62784,2018-01-27,M,B,20,21
62785,2018-01-27,M,B,36,37
62786,2018-01-27,M,W,30,31
62787,2018-01-27,M,B,21,21
62788,2018-01-27,M,B,31,31
62789,2018-01-27,M,W,35,36
62790,2018-01-27,M,B,25,26
62791,2018-01-27,M,B,28,28
62792,2018-01-27,M,B,24,24
62793,2018-01-27,M,B,27,28
62794,2018-01-27,M,W,29,29
62795,2018-01-27,M,W,26,27
62796,2018-01-27,M,W,23,23
62797,2018-01-27,M,B,24,24
62798,2018-01-27,M,B,23,24
62799,2018-01-27,M,W,40,40
62800,2018-01-27,M,B,19,20
62801,2018-01-27,M,W,18,18
62802,2018-01-27,M,B,18,18
62803,2018-01-27,M,B,35,36
62804,2018-01-27,M,W,23,23
62805,2018-01-27,M,W,37,38
62806,2018-01-27,M,B,30,31
62807,2018-01-27,M,W,46,47
62808,2018-01-27,M,W,31,31
62809,2018-01-27,M,B,30,31
62810,2018-01-27,M,B,30,30
62811,2018-01-27,M,W,24,24
62812,2018-01-27,M,B,30,30
62813,2018-01-27,M,B,24,24
62814,2018-01-27,M,B,48,48
62815,2018-01-27,M,B,19,24
62816,2018-01-27,M,W,33,36
62817,2018-01-27,M,B,34,37
62818,2018-01-27,M,B,22,25
62819,2018-01-27,M,B,21,23
62820,2018-01-27,M,B,19,22
62821,2018-01-27,M,B,21,23
62822,2018-01-27,M,B,27,29
62823,2018-01-27,M,B,20,21
62824,2018-01-27,M,B,22,24
62825,2018-01-27,M,B,21,22
62826,2018-01-27,M,B,20,21
62827,2018-01-27,M,B,22,24
62828,2018-01-27,M,B,18,19
62829,2018-01-27,M,W,27,29
62830,2018-01-27,M,B,19,20
62831,2018-01-27,M,B,26,27
62832,2018-01-27,M,B,30,31
62833,2018-01-27,M,B,44,46
62834,2018-01-27,M,B,26,27
62835,2018-01-27,M,W,29,30
62836,2018-01-27,M,B,28,29
62837,2018-01-27,M,B,20,21
62838,2018-01-27,M,B,23,24
62839,2018-01-27,M,B,23,24
62840,2018-01-27,M,B,23,24
62841,2018-01-27,M,B,27,28
62842,2018-01-27,M,B,42,42
62843,2018-01-27,M,B,23,24
62844,2018-01-27,M,B,24,24
62845,2018-01-27,M,B,34,34
62846,2018-01-27,M,B,19,20
62847,2018-01-27,M,B,22,22
62848,2018-01-27,M,B,23,24
62849,2018-01-27,M,B,25,25
62850,2018-01-27,M,B,26,26
62851,2018-01-27,M,W,50,50
62852,2018-01-27,M,B,41,41
62853,2018-01-27,M,B,23,24
62854,2018-01-27,M,B,21,21
62855,2018-01-27,M,B,20,20
62856,2018-01-27,M,B,38,38
62857,2018-01-27,M,B,25,26
62858,2018-01-27,M,W,65,65
62859,2018-01-27,M,B,26,26
62860,2018-01-27,M,B,21,21
62861,2018-01-27,M,W,31,31
62862,2018-01-27,M,W,59,59
62863,2018-01-27,M,B,22,22
62864,2018-01-27,M,B,31,31
62865,2018-01-27,M,W,41,42
62866,2018-01-27,M,B,21,21
62867,2018-01-27,M,W,30,30
62868,2018-01-27,M,W,38,38
62869,2018-01-27,M,B,31,31
62870,2018-01-27,M,B,41,41
62871,2018-01-27,M,B,45,45
62872,2018-01-27,M,B,22,22
62873,2018-01-27,M,B,26,26
62874,2018-01-27,M,B,42,42
62875,2018-01-27,M,B,23,26
62876,2018-01-27,M,B,25,28
62877,2018-01-27,M,B,17,19
62878,2018-01-27,M,B,17,19
62879,2018-01-27,M,B,23,25
62880,2018-01-27,M,B,25,27
62881,2018-01-27,M,B,28,30
62882,2018-01-27,M,W,32,34
62883,2018-01-27,M,B,26,28
62884,2018-01-27,M,B,21,22
62885,2018-01-27,M,B,30,32
62886,2018-01-27,M,B,16,18
62887,2018-01-27,M,B,26,27
62888,2018-01-27,M,B,52,53
62889,2018-01-27,M,B,28,30
62890,2018-01-27,M,B,20,21
62891,2018-01-27,M,W,23,24
62892,2018-01-27,M,B,48,49
62893,2018-01-27,M,B,18,19
62894,2018-01-27,M,B,29,30
62895,2018-01-27,M,W,49,50
62896,2018-01-27,M,B,23,24
62897,2018-01-27,M,B,56,57
62898,2018-01-27,M,B,23,24
62899,2018-01-27,M,B,25,26
62900,2018-01-27,M,B,43,44
62901,2018-01-27,M,B,28,29
62902,2018-01-27,M,W,62,63
62903,2018-01-27,M,B,25,26
62904,2018-01-27,M,B,31,32
62905,2018-01-27,M,B,24,25
62906,2018-01-27,M,B,25,25
62907,2018-01-27,M,B,31,32
62908,2018-01-27,M,W,32,33
62909,2018-01-27,M,B,40,41
62910,2018-01-27,M,B,42,43
62911,2018-01-27,M,B,20,20
62912,2018-01-27,M,B,52,53
62913,2018-01-27,M,B,25,25
62914,2018-01-27,M,B,21,21
62915,2018-01-27,M,B,21,21
62916,2018-01-27,M,B,44,44
62917,2018-01-27,M,W,33,33
62918,2018-01-27,M,B,29,29
62919,2018-01-27,M,B,36,36
62920,2018-01-27,M,W,52,52
62921,2018-01-27,M,B,56,57
62922,2018-01-27,M,B,30,30
62923,2018-01-27,M,B,25,25
62924,2018-01-27,M,B,24,24
62925,2018-01-27,M,B,25,27
62926,2018-01-27,M,B,22,24
62927,2018-01-27,M,B,36,38
62928,2018-01-27,M,B,26,28
62929,2018-01-27,M,B,29,31
62930,2018-01-27,M,B,22,24
62931,2018-01-27,M,B,25,26
62932,2018-01-27,M,B,26,27
62933,2018-01-27,M,W,30,32
62934,2018-01-27,M,B,29,30
62935,2018-01-27,M,W,38,40
62936,2018-01-27,M,B,26,28
62937,2018-01-27,M,B,34,36
62938,2018-01-27,M,B,28,29
62939,2018-01-27,M,B,50,51
62940,2018-01-27,M,B,24,25
62941,2018-01-27,M,B,61,62
62942,2018-01-27,M,B,23,24
62943,2018-01-27,M,W,23,24
62944,2018-01-27,M,B,31,32
62945,2018-01-27,M,W,30,31
62946,2018-01-27,M,B,25,26
62947,2018-01-27,M,B,18,19
62948,2018-01-27,M,B,19,19
62949,2018-01-27,M,W,31,31
62950,2018-01-27,M,B,52,53
62951,2018-01-27,M,W,26,27
62952,2018-01-27,M,B,20,21
62953,2018-01-27,M,B,24,25
62954,2018-01-27,M,B,38,38
62955,2018-01-27,M,W,38,38
62956,2018-01-27,M,W,37,37
62957,2018-01-27,M,B,43,44
62958,2018-01-27,M,W,26,26
62959,2018-01-27,M,B,28,29
62960,2018-01-27,M,B,26,26
62961,2018-01-27,M,B,36,36
62962,2018-01-27,M,B,25,25
62963,2018-01-27,M,B,24,24
62964,2018-01-27,M,W,46,46
62965,2018-01-27,M,W,34,34
62966,2018-01-27,M,B,36,36
62967,2018-01-27,M,B,29,30
62968,2018-01-27,M,B,31,32
62969,2018-01-27,M,B,24,24
62970,2018-01-27,M,B,26,26
62971,2018-01-27,M,B,50,50
62972,2018-01-27,M,B,44,44
62973,2018-01-27,M,B,27,27
62974,2018-01-27,M,B,21,21
62975,2018-01-27,M,B,24,24
62976,2018-01-27,M,B,33,33
62977,2018-01-27,M,B,31,31
62978,2018-01-27,M,W,39,39
62979,2018-01-27,M,B,34,34
62980,2018-01-27,M,H,39,39
62981,2018-01-27,M,W,39,39
62982,2018-01-27,M,B,34,34
62983,2018-01-27,M,B,25,25
62984,2018-01-27,M,H,53,53
62985,2018-01-27,M,B,57,57
62986,2018-01-27,M,B,24,24
62987,2018-01-27,M,W,22,22
62988,2018-01-27,M,B,25,25
62989,2018-01-27,M,W,40,40
62990,2018-01-27,M,B,22,22
62991,2018-01-27,M,B,44,44
62992,2018-01-27,M,W,45,45
62993,2018-01-27,M,W,33,33
62994,2018-01-27,M,B,27,27
62995,2018-01-27,M,W,46,46
62996,2018-01-27,M,W,20,20
62997,2018-01-27,M,B,25,25
62998,2018-01-27,M,B,32,32
62999,2018-01-27,M,B,48,48
63000,2018-01-27,M,B,30,30
63001,2018-01-27,M,B,25,25
63002,2018-01-27,M,B,25,25
63003,2018-01-27,M,B,25,25
63004,2018-01-27,F,H,19,19
63005,2018-01-27,F,B,38,38
63006,2018-01-28,M,B,20,22
63007,2018-01-28,M,B,23,24
63008,2018-01-28,M,W,51,52
63009,2018-01-28,M,B,20,21
63010,2018-01-28,M,B,31,32
63011,2018-01-28,M,W,28,29
63012,2018-01-28,M,B,25,26
63013,2018-01-28,M,B,27,29
63014,2018-01-28,M,B,29,30
63015,2018-01-28,M,W,28,29
63016,2018-01-28,M,W,57,58
63017,2018-01-28,M,B,25,26
63018,2018-01-28,M,B,31,32
63019,2018-01-28,M,B,26,27
63020,2018-01-28,M,B,51,52
63021,2018-01-28,M,B,37,38
63022,2018-01-28,M,B,44,45
63023,2018-01-28,M,B,23,23
63024,2018-01-28,M,B,24,25
63025,2018-01-28,M,B,34,35
63026,2018-01-28,M,B,37,37
63027,2018-01-28,M,B,25,26
63028,2018-01-28,M,B,22,23
63029,2018-01-28,M,B,30,30
63030,2018-01-28,M,B,37,37
63031,2018-01-28,M,W,43,43
63032,2018-01-28,M,W,30,30
63033,2018-01-28,M,B,30,31
63034,2018-01-28,M,B,33,34
63035,2018-01-28,M,B,27,28
63036,2018-01-28,M,W,32,32
63037,2018-01-28,M,W,39,40
63038,2018-01-28,M,B,21,22
63039,2018-01-28,M,B,22,23
63040,2018-01-28,M,B,32,32
63041,2018-01-28,M,B,31,31
63042,2018-01-28,M,B,20,20
63043,2018-01-28,M,W,27,28
63044,2018-01-28,M,B,49,49
63045,2018-01-28,M,W,38,38
63046,2018-01-28,M,B,25,25
63047,2018-01-28,M,W,27,27
63048,2018-01-28,M,B,29,30
63049,2018-01-28,M,W,40,40
63050,2018-01-28,M,W,26,26
63051,2018-01-28,M,B,35,35
63052,2018-01-28,M,B,31,32
63053,2018-01-28,M,W,31,31
63054,2018-01-28,M,H,20,20
63055,2018-01-28,M,W,52,53
63056,2018-01-28,M,B,55,55
63057,2018-01-28,M,W,30,30
63058,2018-01-28,M,W,45,45
63059,2018-01-28,M,B,35,36
63060,2018-01-28,M,W,55,55
63061,2018-01-28,M,H,40,40
63062,2018-01-28,M,W,30,30
63063,2018-01-28,M,B,30,30
63064,2018-01-28,M,W,27,28
63065,2018-01-28,M,B,24,25
63066,2018-01-28,M,x,22,22
63067,2018-01-28,M,B,51,51
63068,2018-01-28,M,W,38,38
63069,2018-01-28,M,W,48,48
63070,2018-01-28,M,B,24,24
63071,2018-01-28,M,B,28,28
63072,2018-01-28,M,W,30,30
63073,2018-01-28,M,B,36,36
63074,2018-01-28,M,W,31,31
63075,2018-01-28,M,W,28,29
63076,2018-01-28,M,B,37,37
63077,2018-01-28,M,B,31,31
